頁面編號,國際證券編碼,有價證券代號,有價證券名稱,市場別,有價證券別,產業別,公開發行/上市(櫃)/發行日,CFICode,備註
 21 ,TW0001764009,1764,長春石油,公開發行 ,普通股,化學工業,1981/11/01,ESVUFR,
 22 ,TW0001765006,1765,長春人造,公開發行 ,普通股,化學工業,1981/07/15,ESVUFR,
 23 ,TW0001766004,1766,大連化工,公開發行 ,普通股,化學工業,1982/10/04,ESVUFR,
 24 ,TW0001767002,1767,陽瓦,公開發行 ,普通股,,1983/12/30,ESVUFR,
 25 ,TW0001769008,1769,欣中公司,公開發行 ,普通股,化學工業,1986/08/25,ESVUFR,
 26 ,TW0001770006,1770,信東生技,公開發行 ,普通股,生技醫療業,1987/03/14,ESVUFR,
 27 ,TW0001775005,1775,大東樹脂,公開發行 ,普通股,化學工業,1990/12/29,ESVUFR,
 28 ,TW0001819001,1819,豐鼎,公開發行 ,普通股,建材營造業,2015/04/20,ESVUFR,
 29 ,TW0002041001,2041,燁茂實業,公開發行 ,普通股,鋼鐵工業,1991/05/01,ESVUFR,
 30 ,TW0002048006,2048,中龍鋼鐵,公開發行 ,普通股,鋼鐵工業,1995/11/27,ESVUFR,
 31 ,TW0002056009,2056,璋釔,公開發行 ,普通股,鋼鐵工業,1999/05/25,ESVUFR,
 32 ,TW0002068004,2068,優頻科技材料,公開發行 ,普通股,鋼鐵工業,2013/12/30,ESVUFR,
 33 ,TW0002215001,2215,匯豐汽車,公開發行 ,普通股,汽車工業,1994/09/12,ESVUFR,
 34 ,TW0002218005,2218,高都汽車,公開發行 ,普通股,汽車工業,1997/07/16,ESVUFR,
 35 ,TW0002219003,2219,鍾慶科技,公開發行 ,普通股,汽車工業,1997/10/30,ESVUFR,
 36 ,TW0002220001,2220,南都汽車,公開發行 ,普通股,汽車工業,1997/11/22,ESVUFR,
 37 ,TW0002222007,2222,桃苗汽車,公開發行 ,普通股,汽車工業,1998/07/18,ESVUFR,
 38 ,TW0002225000,2225,國都汽車,公開發行 ,普通股,汽車工業,1999/07/06,ESVUFR,
 39 ,TW0002226008,2226,中部汽車,公開發行 ,普通股,汽車工業,1998/05/16,ESVUFR,
 40 ,TW0002246006,2246,凱勝綠能,公開發行 ,普通股,電機機械,2017/01/13,ESVUFR,
 41 ,TW0002364A06,2364A,倫甲特,公開發行 ,特別股,電子工業,1990/12/15,EPNRCR,
 42 ,TW0002384005,2384,勝華,公開發行 ,普通股,光電業,1998/12/19,ESVUFR,
 43 ,TW0002549003,2549,遠揚建設,公開發行 ,普通股,建材營造業,1984/09/20,ESVUFR,
 44 ,TW0002557006,2557,泛亞工程,公開發行 ,普通股,建材營造業,1992/11/11,ESVUFR,
 45 ,TW0002568003,2568,世正開發,公開發行 ,普通股,建材營造業,1996/05/14,ESVUFR,
 46 ,TW0002579000,2579,鈺通營造,公開發行 ,普通股,建材營造業,1998/09/25,ESVUFR,
 47 ,TW0002580008,2580,遠揚營造,公開發行 ,普通股,建材營造業,1998/07/15,ESVUFR,
 48 ,TW0002599008,2599,樂揚,公開發行 ,普通股,建材營造業,2008/04/28,ESVUFR,
 49 ,TW0002619004,2619,新竹物流,公開發行 ,普通股,航運業,1985/08/16,ESVUFR,
 50 ,TW0002621000,2621,立榮航空,公開發行 ,普通股,航運業,1991/07/25,ESVUFR,
 51 ,TW0002711009,2711,凱撒飯店,公開發行 ,普通股,觀光餐旅,1995/11/16,ESVUFR,
 52 ,KYG521031016,2721,楷捷-KY,公開發行 ,普通股,觀光餐旅,2009/12/17,ESVUFR,
 53 ,KYG5793A1004,2738,曼哈頓-KY,公開發行 ,普通股,觀光餐旅,2015/03/12,ESVUFR,
 54 ,TW0002759008,2759,咖碼,公開發行 ,普通股,觀光餐旅,2020/12/31,ESVUFR,
 55 ,TW0002807005,2807,渣打銀行,公開發行 ,普通股,金融保險業,1982/03/17,ESVUFR,
 56 ,TW0002823002,2823,凱基人壽,公開發行 ,普通股,金融保險業,1995/02/08,ESVUFR,
 57 ,TW0002833001,2833,台壽保,公開發行 ,普通股,金融保險業,1997/10/13,ESVUFR,
 58 ,TW0002837002,2837,凱基銀行,公開發行 ,普通股,金融保險業,1998/06/29,ESVUFR,
 59 ,TW0002848009,2848,華南保,公開發行 ,普通股,金融保險業,1991/11/20,ESVUFR,
 60 ,TW0002856002,2856,元富證,公開發行 ,普通股,金融保險業,1990/06/22,ESVUFR,
 61 ,TW0002858008,2858,中租迪和,公開發行 ,普通股,金融保險業,2011/07/21,ESVUFR,
 62 ,TW0002862000,2862,光華證券投資,公開發行 ,普通股,金融保險業,1992/06/30,ESVUFR,
 63 ,TW0002863008,2863,泰安產物,公開發行 ,普通股,金融保險業,1992/09/23,ESVUFR,
 64 ,TW0002872009,2872,台灣票券,公開發行 ,普通股,金融保險業,1996/09/10,ESVUFR,
 65 ,TW0002873007,2873,大中票券,公開發行 ,普通股,金融保險業,1996/09/12,ESVUFR,
 66 ,TW0002874005,2874,萬通票券,公開發行 ,普通股,金融保險業,1996/10/04,ESVUFR,
 67 ,TW0002876000,2876,宏泰人壽,公開發行 ,普通股,金融保險業,1997/05/02,ESVUFR,
 68 ,TW0002877008,2877,國泰產險,公開發行 ,普通股,金融保險業,1997/06/17,ESVUFR,
 69 ,TW0002893005,2893,新光銀行,公開發行 ,普通股,金融保險業,1998/06/08,ESVUFR,
 70 ,TW0002894003,2894,大慶票券,公開發行 ,普通股,金融保險業,1998/06/15,ESVUFR,
 71 ,TW0002895000,2895,陽信銀行,公開發行 ,普通股,金融保險業,1998/07/09,ESVUFR,
 72 ,TW0002899002,2899,金融大樓,公開發行 ,普通股,金融保險業,1999/09/08,ESVUFR,
 73 ,TW0002920006,2920,海景,公開發行 ,普通股,觀光餐旅,2002/05/21,ESVUFR,
 74 ,KYG7448A1058,2928,紅馬-KY,公開發行 ,普通股,觀光餐旅,2015/12/31,ESVUFR,
 75 ,TW0002940004,2940,歐都納,公開發行 ,普通股,貿易百貨業,2017/06/14,ESVUFR,
 76 ,TW0003197000,3197,賽亞基因科技,公開發行 ,普通股,電子工業,2002/07/12,ESVUFR,
 77 ,TW0003298006,3298,圓創,公開發行 ,普通股,半導體業,2003/07/14,ESVUFR,
 78 ,TW0003342002,3342,飛虹科,公開發行 ,普通股,半導體業,2003/09/17,ESVUFR,
 79 ,TW0003369005,3369,鐵研,公開發行 ,普通股,電子零組件業,2003/12/16,ESVUFR,
 80 ,TW0003405007,3405,津綻石英科技,公開發行 ,普通股,電子工業,2004/05/31,ESVUFR,
 81 ,TW0003462008,3462,瑋鋒科技,公開發行 ,普通股,電子工業,2004/09/06,ESVUFR,
 82 ,TW0003463006,3463,宏塑工業,公開發行 ,普通股,電子工業,2004/09/14,ESVUFR,
 83 ,TW0003507000,3507,力群,公開發行 ,普通股,電子零組件業,2005/12/07,ESVUFR,
 84 ,TW0003509006,3509,台固線上,公開發行 ,普通股,電子工業,2005/12/16,ESVUFR,
 85 ,TW0003510004,3510,易鼎,公開發行 ,普通股,電子工業,2005/12/28,ESVUFR,
 86 ,TW0003525002,3525,就業情報資訊,公開發行 ,普通股,電子工業,2006/07/31,ESVUFR,
 87 ,TW0003539003,3539,隨身遊戲,公開發行 ,普通股,電子工業,2006/09/19,ESVUFR,
 88 ,TW0003572004,3572,宏芯,公開發行 ,普通股,半導體業,2007/08/06,ESVUFR,
 89 ,TW0003601001,3601,前源,公開發行 ,普通股,通信網路業,2007/11/02,ESVUFR,
 90 ,TW0003627006,3627,華信科,公開發行 ,普通股,光電業,2008/04/17,ESVUFR,
 91 ,TW0003648002,3648,漢台科技,公開發行 ,普通股,電子工業,2008/09/16,ESVUFR,
 92 ,TW0003656005,3656,聯勝,公開發行 ,普通股,光電業,2008/10/27,ESVUFR,
 93 ,TW0003682001,3682,亞太電,公開發行 ,普通股,通信網路業,2009/09/03,ESVUFR,
 94 ,TW0003683009,3683,仲博科技,公開發行 ,普通股,其他電子業,2009/09/08,ESVUFR,
 95 ,TW0003688008,3688,華立捷,公開發行 ,普通股,光電業,2009/09/15,ESVUFR,
 96 ,TW0004118005,4118,友合,公開發行 ,普通股,化學工業,2002/07/18,ESVUFR,
 97 ,KYG596381098,4136,太和-KY,公開發行 ,普通股,生技醫療業,2016/01/12,ESVUFR,
 98 ,TW0004191002,4191,法德藥,公開發行 ,普通股,生技醫療業,2013/05/28,ESVUFR,
 99 ,TW0004427000,4427,展頌,公開發行 ,普通股,紡織纖維,2007/10/01,ESVUFR,
 100 ,TW0004539002,4539,台灣智慧光網,公開發行 ,普通股,電機機械,2012/06/18,ESVUFR,
 101 ,TW0004548003,4548,名超企業,公開發行 ,普通股,電機機械,2013/09/02,ESVUFR,
 102 ,TW0004585005,4585,達明,公開發行 ,普通股,電機機械,2021/10/12,ESVUFR,
 103 ,TW0004586003,4586,能海電能,公開發行 ,普通股,電機機械,2021/12/07,ESVUFR,
 104 ,TW0004590005,4590,富田,公開發行 ,普通股,電機機械,2022/11/23,ESVUFR,
 105 ,TW0004730007,4730,通用,公開發行 ,普通股,橡膠工業,2011/09/08,ESVUFR,
 106 ,KYG9344G1038,4803,VHQ-KY,公開發行 ,普通股,文化創意業,2015/12/16,ESVUFR,
 107 ,TW0004981006,4981,可取國際,公開發行 ,普通股,電子工業,2010/09/29,ESVUFR,
 108 ,TW0004985007,4985,富相科技,公開發行 ,普通股,電子工業,2010/10/18,ESVUFR,
 109 ,TW0005214001,5214,大新能源,公開發行 ,普通股,油電燃氣業,2007/11/14,ESVUFR,
 110 ,TW0005216006,5216,優燈,公開發行 ,普通股,光電業,2010/12/23,ESVUFR,
 111 ,JP3172460002,5266,F*AS,公開發行 ,普通股,資訊服務業,2016/03/24,ESVUFR,
 112 ,TW0005295000,5295,懷藝,公開發行 ,普通股,其他電子業,2012/09/17,ESVUFR,
 113 ,TW0005298004,5298,合盈光電科技,公開發行 ,普通股,光電業,2012/09/21,ESVUFR,
 114 ,TW0005346001,5346,力晶,公開發行 ,普通股,半導體業,1995/02/06,ESVUFR,
 115 ,TW0005387005,5387,茂德科技,公開發行 ,普通股,半導體業,1997/06/02,ESVUFR,
 116 ,TW0005541007,5541,廣朋,公開發行 ,普通股,建材營造業,2012/10/19,ESVUFR,
 117 ,TW0005827000,5827,華泰銀行,公開發行 ,普通股,金融保險業,2000/06/23,ESVUFR,
 118 ,TW0005828008,5828,富邦產保,公開發行 ,普通股,金融保險業,2002/07/04,ESVUFR,
 119 ,TW0005830004,5830,三信商業銀行,公開發行 ,普通股,金融保險業,2002/09/17,ESVUFR,
 120 ,TW0005831002,5831,新光人壽,公開發行 ,普通股,金融保險業,1993/12/01,ESVUFR,
 121 ,TW0005833008,5833,元大證金,公開發行 ,普通股,金融保險業,1982/05/25,ESVUFR,
 122 ,TW0005834006,5834,兆豐保險,公開發行 ,普通股,金融保險業,1982/11/16,ESVUFR,
 123 ,TW0005835003,5835,國泰世華,公開發行 ,普通股,金融保險業,1991/11/25,ESVUFR,
 124 ,TW0005836001,5836,台北富邦,公開發行 ,普通股,金融保險業,1995/01/10,ESVUFR,
 125 ,TW0005838007,5838,華南銀行,公開發行 ,普通股,金融保險業,1947/02/22,ESVUFR,
 126 ,TW0005839005,5839,中華開發資本,公開發行 ,普通股,金融保險業,1962/02/09,ESVUFR,
 127 ,TW0005839A06,5839A,開發銀特,公開發行 ,普通股,金融保險業,1962/02/09,ESVUFR,
 128 ,TW0005840003,5840,國際票券,公開發行 ,普通股,金融保險業,1986/10/04,ESVUFR,
 129 ,TW0005842009,5842,兆豐票券,公開發行 ,普通股,金融保險業,1981/12/16,ESVUFR,
 130 ,TW0005843007,5843,兆豐商銀,公開發行 ,普通股,金融保險業,1972/04/21,ESVUFR,
 131 ,TW0005844005,5844,第一銀行,公開發行 ,普通股,金融保險業,1949/12/08,ESVUFR,
 132 ,TW0005846000,5846,國泰人壽,公開發行 ,普通股,金融保險業,1962/10/23,ESVUFR,
 133 ,TW0005847008,5847,玉山商銀,公開發行 ,普通股,金融保險業,2003/05/22,ESVUFR,
 134 ,TW0005848006,5848,台新商銀,公開發行 ,普通股,金融保險業,2003/05/22,ESVUFR,
 135 ,TW0005849004,5849,永豐銀行,公開發行 ,普通股,金融保險業,1992/03/14,ESVUFR,
 136 ,TW0005852008,5852,元大銀行,公開發行 ,普通股,金融保險業,1992/02/11,ESVUFR,
 137 ,TW0005857007,5857,台灣土地銀行,公開發行 ,普通股,金融保險業,2004/05/21,ESVUFR,
 138 ,TW0005858005,5858,臺灣銀行,公開發行 ,普通股,金融保險業,2004/09/16,ESVUFR,
 139 ,TW0005862007,5862,板信商業銀行,公開發行 ,普通股,金融保險業,2006/11/14,ESVUFR,
 140 ,TW0005865000,5865,富邦人壽保險,公開發行 ,普通股,金融保險業,2009/06/01,ESVUFR,
 141 ,TW0005866008,5866,統一期,公開發行 ,普通股,金融保險業,2009/05/25,ESVUFR,
 142 ,TW0005867006,5867,康和期貨,公開發行 ,普通股,金融保險業,2009/06/30,ESVUFR,
 143 ,TW0005868004,5868,臺灣金融控股,公開發行 ,普通股,金融保險業,2009/11/17,ESVUFR,
 144 ,TW0005870000,5870,花旗(台灣)商業銀行,公開發行 ,普通股,金融保險業,2009/12/28,ESVUFR,
 145 ,TW0005872006,5872,匯豐(台灣)商業銀行,公開發行 ,普通股,金融保險業,2010/12/02,ESVUFR,
 146 ,TW0005873004,5873,全球人壽保險,公開發行 ,普通股,金融保險業,2011/06/27,ESVUFR,
 147 ,TW0005874002,5874,南山人壽保險,公開發行 ,普通股,金融保險業,2012/07/16,ESVUFR,
 148 ,TW0005875009,5875,星展(台灣)商業銀行,公開發行 ,普通股,金融保險業,2012/07/19,ESVUFR,
 149 ,TW0005901003,5901,中友百貨,公開發行 ,普通股,貿易百貨業,1991/10/05,ESVUFR,
 150 ,TW0006008006,6008,凱基證,公開發行 ,普通股,金融保險業,1995/12/19,ESVUFR,
 151 ,TW0006025000,6025,臺銀人壽,公開發行 ,普通股,金融保險業,2013/11/18,ESVUFR,
 152 ,TW0006029002,6029,和泰產險,公開發行 ,普通股,金融保險業,2020/07/02,ESVUFR,
 153 ,TW0006030000,6030,樂天國際銀行,公開發行 ,普通股,金融保險業,2021/10/18,ESVUFR,
 154 ,TW0006031008,6031,連線銀行,公開發行 ,普通股,金融保險業,2021/12/22,ESVUFR,
 155 ,TW0006033004,6033,一卡通,公開發行 ,普通股,金融保險業,2022/06/22,ESVUFR,
 156 ,TW0006034002,6034,愛金卡,公開發行 ,普通股,金融保險業,2022/06/23,ESVUFR,
 157 ,TW0006036007,6036,橘子支付,公開發行 ,普通股,金融保險業,2022/06/29,ESVUFR,
 158 ,TW0006037005,6037,簡單支,公開發行 ,普通股,金融保險業,2022/06/29,ESVUFR,
 159 ,TW0006038003,6038,街口電支,公開發行 ,普通股,金融保險業,2022/07/07,ESVUFR,
 160 ,TW0006039001,6039,將來銀行,公開發行 ,普通股,金融保險業,2022/10/03,ESVUFR,
 161 ,TW0006040009,6040,全支付,公開發行 ,普通股,金融保險業,2023/02/09,ESVUFR,
 162 ,TW0006475007,6475,岱煒,公開發行 ,普通股,電子工業,2014/09/02,ESVUFR,
 163 ,TW0006479009,6479,瑞寶基因,公開發行 ,普通股,農業科技業,2014/09/16,ESVUFR,
 164 ,TW0006484009,6484,惠合再生醫學生技,公開發行 ,普通股,生技醫療業,2014/09/18,ESVUFR,
 165 ,KYG054241099,6497,亞獅康-KY,公開發行 ,普通股,生技醫療業,2017/06/01,ESVUFR,
 166 ,TW0006545007,6545,擎力,公開發行 ,普通股,半導體業,2015/06/05,ESVUFR,
 167 ,TW0006562002,6562,聯亞藥,公開發行 ,普通股,生技醫療業,2015/11/17,ESVUFR,
 168 ,TW0006563000,6563,映智,公開發行 ,普通股,半導體業,2015/11/18,ESVUFR,
 169 ,TW0006575004,6575,心悅,公開發行 ,普通股,生技醫療業,2016/01/07,ESVUFR,
 170 ,TW0006614001,6614,資拓宏宇,公開發行 ,普通股,其他業,2016/10/20,ESVUFR,
 171 ,TW0006623002,6623,施吉生技,公開發行 ,普通股,電子工業,2017/01/05,ESVUFR,
 172 ,TW0006647001,6647,合迪,公開發行 ,普通股,其他業,2017/07/20,ESVUFR,
 173 ,TW0006659006,6659,天明,公開發行 ,普通股,生技醫療業,2017/08/25,ESVUFR,
 174 ,TW0006660004,6660,厚美德,公開發行 ,普通股,生技醫療業,2017/08/28,ESVUFR,
 175 ,TW0006717002,6717,智慧光,公開發行 ,普通股,其他電子業,2018/10/15,ESVUFR,
 176 ,TW0006726003,6726,鑫亞電通,公開發行 ,普通股,其他業,2018/12/24,ESVUFR,
 177 ,TW0006746001,6746,全科綜電,公開發行 ,普通股,其他業,2019/07/31,ESVUFR,
 178 ,TW0006772007,6772,錫安生技,公開發行 ,普通股,生技醫療業,2019/12/10,ESVUFR,
 179 ,TW0006778004,6778,安麗莎醫療器材,公開發行 ,普通股,生技醫療業,2020/01/15,ESVUFR,
 180 ,TW0006779002,6779,鋐昇,公開發行 ,普通股,其他業,2020/01/16,ESVUFR,
 181 ,TW0006795008,6795,洹藝,公開發行 ,普通股,生技醫療業,2020/08/25,ESVUFR,
 182 ,TW0006813009,6813,富動科,公開發行 ,普通股,電腦及週邊設備業,2020/11/03,ESVUFR,
 183 ,TW0006837008,6837,富利康科技,公開發行 ,普通股,其他業,2021/05/13,ESVUFR,
 184 ,TW0006845001,6845,仲信資融,公開發行 ,普通股,其他業,2021/07/19,ESVUFR,
 185 ,TW0006849003,6849,奇鼎科技,公開發行 ,普通股,電子工業,2021/08/16,ESVUFR,
 186 ,TW0006851009,6851,立視科,公開發行 ,普通股,其他業,2021/08/18,ESVUFR,
 187 ,TW0006852007,6852,精能醫學,公開發行 ,普通股,生技醫療業,2021/08/25,ESVUFR,
 188 ,TW0006866007,6866,中大生醫,公開發行 ,普通股,生技醫療業,2021/10/07,ESVUFR,
 189 ,TW0006871007,6871,新鑫,公開發行 ,普通股,其他業,2021/10/28,ESVUFR,
 190 ,TW0006883002,6883,微電能源,公開發行 ,普通股,其他業,2022/01/12,ESVUFR,
 191 ,TW0006897002,6897,極上教育,公開發行 ,普通股,其他業,2022/04/21,ESVUFR,
 192 ,TW0006905003,6905,榮福,公開發行 ,普通股,其他業,2022/06/02,ESVUFR,
 193 ,TW0006921000,6921,嘉雨思,公開發行 ,普通股,電子工業,2022/09/05,ESVUFR,
 194 ,TW0006930001,6930,盛新,公開發行 ,普通股,電子工業,2022/10/06,ESVUFR,
 195 ,TW0006942006,6942,威達高,公開發行 ,普通股,電子工業,2022/12/28,ESVUFR,
 196 ,TW0006943004,6943,明緯企業,公開發行 ,普通股,電子工業,2023/01/05,ESVUFR,
 197 ,KYG5275M1015,6950,KKCOMPANY,公開發行 ,普通股,資訊服務業,2024/01/17,ESVUFR,
 198 ,TW0006954001,6954,全盈支付,公開發行 ,普通股,金融保險業,2023/04/11,ESVUFR,
 199 ,TW0006960008,6960,南山產物,公開發行 ,普通股,金融保險業,2023/04/25,ESVUFR,
 200 ,TW0006972003,6972,博瑞達應材,公開發行 ,普通股,橡膠工業,2023/06/13,ESVUFR,
 201 ,TW0006978000,6978,愛盛科技,公開發行 ,普通股,電子工業,2023/07/05,ESVUFR,
 202 ,TW0006985005,6985,台新人壽,公開發行 ,普通股,金融保險業,2023/08/01,ESVUFR,
 203 ,TW0006991003,6991,精準健康,公開發行 ,普通股,生技醫療業,2023/08/10,ESVUFR,
 204 ,TW0006992001,6992,萬勝發科技,公開發行 ,普通股,電子工業,2023/08/18,ESVUFR,
 205 ,TW0006993009,6993,凱納,公開發行 ,普通股,其他業,2023/08/18,ESVUFR,
 206 ,TW0006995004,6995,野獸國,公開發行 ,普通股,其他業,2023/08/28,ESVUFR,
 207 ,TW0006998008,6998,友上科,公開發行 ,普通股,電機機械,2023/08/29,ESVUFR,
 208 ,TW0006999006,6999,瀚醫生技,公開發行 ,普通股,生技醫療業,2023/08/29,ESVUFR,
 209 ,TW0007452005,7452,乂迪生,公開發行 ,普通股,文化創意業,2020/12/04,ESVUFR,
 210 ,TW0007570B12,7570,紫金堂,公開發行 ,普通股,其他業,2020/12/21,ESVUFR,
 211 ,TW0007710006,7710,東擎科技,公開發行 ,普通股,電子工業,2023/10/06,ESVUFR,
 212 ,TW0007711004,7711,永擎,公開發行 ,普通股,電子工業,2023/10/06,ESVUFR,
 213 ,TW0007720005,7720,火星控,公開發行 ,普通股,其他業,2023/11/15,ESVUFR,
 214 ,TW0007739005,7739,藍新科技,公開發行 ,普通股,其他業,2024/01/11,ESVUFR,
 215 ,TW0007742009,7742,天弘化,公開發行 ,普通股,化學工業,2024/03/18,ESVUFR,
 216 ,TW0007744005,7744,崴寶,公開發行 ,普通股,電子工業,2024/04/18,ESVUFR,
 217 ,TW0007745002,7745,紅陽,公開發行 ,普通股,其他業,2024/04/18,ESVUFR,
 218 ,TW0007746000,7746,智安,公開發行 ,普通股,電子工業,2024/04/19,ESVUFR,
 219 ,TW0007748006,7748,鑫囍創業,公開發行 ,普通股,其他業,2024/05/07,ESVUFR,
 220 ,TW0007756009,7756,多那之國際,公開發行 ,普通股,觀光餐旅,2024/05/24,ESVUFR,
 221 ,TW0007758005,7758,睿騰能源,公開發行 ,普通股,電子工業,2024/05/31,ESVUFR,
 222 ,TW0007759003,7759,視航生醫,公開發行 ,普通股,生技醫療業,2024/06/14,ESVUFR,
 223 ,TW0007760001,7760,享溫馨,公開發行 ,普通股,觀光餐旅,2024/06/18,ESVUFR,
 224 ,TW0007763005,7763,崇舜,公開發行 ,普通股,化學工業,2024/06/26,ESVUFR,
 225 ,TW0008029000,8029,久尹,公開發行 ,普通股,光電業,1997/08/15,ESVUFR,
 226 ,TW0008078007,8078,華寶,公開發行 ,普通股,通信網路業,2003/02/27,ESVUFR,
 227 ,TW0008115007,8115,帝聞,公開發行 ,普通股,電子零組件業,1988/09/10,ESVUFR,
 228 ,TW0008134008,8134,泰山電子,公開發行 ,普通股,電子工業,1997/06/12,ESVUFR,
 229 ,TW0008140005,8140,利翔航太,公開發行 ,普通股,電子工業,1997/07/10,ESVUFR,
 230 ,TW0008152000,8152,峻新電腦,公開發行 ,普通股,電子工業,1997/11/20,ESVUFR,
 231 ,TW0008157009,8157,創圓科技,公開發行 ,普通股,電子工業,2023/10/13,ESVUFR,
 232 ,TW0008218009,8218,輝城電子,公開發行 ,普通股,生技醫療業,1999/11/29,ESVUFR,
 233 ,TW0008287004,8287,英格爾,公開發行 ,普通股,電子零組件業,2000/08/10,ESVUFR,
 234 ,TW0008304007,8304,佳聯有線,公開發行 ,普通股,其他業,1998/07/11,ESVUFR,
 235 ,TW0008305004,8305,群健,公開發行 ,普通股,其他業,1997/07/01,ESVUFR,
 236 ,TW0008307000,8307,威達,公開發行 ,普通股,其他業,1997/07/25,ESVUFR,
 237 ,TW0008308008,8308,中投有線,公開發行 ,普通股,其他業,1997/07/30,ESVUFR,
 238 ,TW0008309006,8309,吉元,公開發行 ,普通股,其他業,1997/06/21,ESVUFR,
 239 ,TW0008310004,8310,長德有線,公開發行 ,普通股,其他業,1997/09/24,ESVUFR,
 240 ,TW0008312000,8312,東亞有線,公開發行 ,普通股,其他業,1997/04/21,ESVUFR,
 241 ,TW0008327008,8327,洄瀾有線,公開發行 ,普通股,其他業,1998/06/19,ESVUFR,
 242 ,TW0008343005,8343,科學城,公開發行 ,普通股,其他業,1999/05/04,ESVUFR,
 243 ,TW0008350000,8350,榮輪科技,公開發行 ,普通股,其他業,1999/10/14,ESVUFR,
 244 ,TW0008360009,8360,中華電視,公開發行 ,普通股,其他業,2001/07/17,ESVUFR,
 245 ,TW0008368002,8368,屏南有線,公開發行 ,普通股,其他業,1998/06/08,ESVUFR,
 246 ,TW0008370008,8370,欣隆天然,公開發行 ,普通股,其他業,1999/09/08,ESVUFR,
 247 ,TW0008376005,8376,遠鼎投資,公開發行 ,普通股,其他業,1988/08/01,ESVUFR,
 248 ,TW0008379009,8379,欣湖公司,公開發行 ,普通股,其他業,1994/11/03,ESVUFR,
 249 ,TW0008387002,8387,緯來電視網,公開發行 ,普通股,其他業,2003/08/28,ESVUFR,
 250 ,TW0008391004,8391,森霸電力,公開發行 ,普通股,其他業,2004/08/19,ESVUFR,
 251 ,TW0008392002,8392,星能電力,公開發行 ,普通股,其他業,2004/08/19,ESVUFR,
 252 ,TW0008394008,8394,台灣菸酒,公開發行 ,普通股,其他業,2005/01/11,ESVUFR,
 253 ,TW0008399007,8399,聯美林業,公開發行 ,普通股,其他業,2006/05/17,ESVUFR,
 254 ,TW0008452004,8452,北都數位有線電視,公開發行 ,普通股,其他業,2013/12/16,ESVUFR,
 255 ,TW0008453002,8453,全國數位有線電視,公開發行 ,普通股,其他業,2013/12/17,ESVUFR,
 256 ,TW0008456005,8456,新北市有線電視,公開發行 ,普通股,其他業,2014/02/21,ESVUFR,
 257 ,TW0008459009,8459,數位天空服務,公開發行 ,普通股,其他業,2014/06/17,ESVUFR,
 258 ,TW0008469008,8469,新高雄有線,公開發行 ,普通股,其他業,2014/10/15,ESVUFR,
 259 ,TW0008492000,8492,兔將,公開發行 ,普通股,文化創意業,2015/12/17,ESVUFR,
 260 ,TW0008495003,8495,經緯航,公開發行 ,普通股,其他業,2015/12/30,ESVUFR,
 261 ,TW0008943002,8943,寶福有線,公開發行 ,普通股,其他業,1996/06/21,ESVUFR,
 262 ,TW0008945007,8945,大新店,公開發行 ,普通股,其他業,1996/07/03,ESVUFR,
 263 ,TW0008946005,8946,雙子星,公開發行 ,普通股,其他業,1996/07/03,ESVUFR,
