頁面編號,國際證券編碼,有價證券代號,有價證券名稱,市場別,有價證券別,產業別,公開發行/上市(櫃)/發行日,CFICode,備註
 22 ,TW00000636K1,00636K,國泰中國A50+U,上市 ,ETF,,2017/10/24,CEOGEU,
 23 ,TW00000637L7,00637L,元大滬深300正2,上市 ,ETF,,2015/05/18,CEOGDU,
 24 ,TW00000638R2,00638R,元大滬深300反1,上市 ,ETF,,2015/05/18,CEOGDU,
 25 ,TW0000063908,00639,富邦深100,上市 ,ETF,,2015/06/09,CEOGEU,
 26 ,TW00000640L1,00640L,富邦日本正2,上市 ,ETF,,2015/09/10,CEOGDU,
 27 ,TW00000641R6,00641R,富邦日本反1,上市 ,ETF,,2015/09/10,CEOGDU,
 28 ,TW00000642U8,00642U,期元大S&P石油,上市 ,ETF,,2015/09/07,CEOGDU,
 29 ,TW0000064302,00643,群益深証中小,上市 ,ETF,,2015/12/02,CEOGEU,
 30 ,TW00000643K7,00643K,群益深証中小+R,上市 ,ETF,,2016/08/26,CEOGEU,
 31 ,TW0000064500,00645,富邦日本,上市 ,ETF,,2015/11/06,CEOGEU,
 32 ,TW0000064609,00646,元大S&P500,上市 ,ETF,,2015/12/14,CEOGEU,
 33 ,TW00000647L6,00647L,元大S&P500正2,上市 ,ETF,,2015/12/14,CEOGDU,
 34 ,TW00000648R1,00648R,元大S&P500反1,上市 ,ETF,,2015/12/14,CEOGDU,
 35 ,TW00000650L0,00650L,復華香港正2,上市 ,ETF,,2016/01/27,CEOGDU,
 36 ,TW00000651R5,00651R,復華香港反1,上市 ,ETF,,2016/01/27,CEOGDU,
 37 ,TW0000065200,00652,富邦印度,上市 ,ETF,,2016/03/29,CEOGEU,
 38 ,TW00000653L4,00653L,富邦印度正2,上市 ,ETF,,2016/03/29,CEOGEU,
 39 ,TW00000654R9,00654R,富邦印度反1,上市 ,ETF,,2016/03/29,CEOGEU,
 40 ,TW00000655L9,00655L,國泰中國A50正2,上市 ,ETF,,2016/03/18,CEOGDU,
 41 ,TW00000656R4,00656R,國泰中國A50反1,上市 ,ETF,,2016/03/18,CEOGDU,
 42 ,TW0000065705,00657,國泰日經225,上市 ,ETF,,2016/05/09,CEOGEU,
 43 ,TW00000657K7,00657K,國泰日經225+U,上市 ,ETF,,2017/10/24,CEOGEU,
 44 ,TW0000066000,00660,元大歐洲50,上市 ,ETF,,2016/07/15,CEOGEU,
 45 ,TW0000066109,00661,元大日經225,上市 ,ETF,,2016/07/15,CEOGEU,
 46 ,TW0000066208,00662,富邦NASDAQ,上市 ,ETF,,2016/06/24,CEOGEU,
 47 ,TW00000663L3,00663L,國泰臺灣加權正2,上市 ,ETF,,2016/07/14,CEOGDU,
 48 ,TW00000664R8,00664R,國泰臺灣加權反1,上市 ,ETF,,2016/07/14,CEOGDU,
 49 ,TW00000665L8,00665L,富邦恒生國企正2,上市 ,ETF,,2016/08/05,CEOGDU,
 50 ,TW00000666R3,00666R,富邦恒生國企反1,上市 ,ETF,,2016/08/05,CEOGDU,
 51 ,TW0000066802,00668,國泰美國道瓊,上市 ,ETF,,2016/10/17,CEOGEU,
 52 ,TW00000668K4,00668K,國泰美國道瓊+U,上市 ,ETF,,2017/10/24,CEOGEU,
 53 ,TW00000669R7,00669R,國泰美國道瓊反1,上市 ,ETF,,2016/10/17,CEOGEU,
 54 ,TW00000670L8,00670L,富邦NASDAQ正2,上市 ,ETF,,2017/02/21,CEOGDU,
 55 ,TW00000671R3,00671R,富邦NASDAQ反1,上市 ,ETF,,2017/02/21,CEOGDU,
 56 ,TW00000673R9,00673R,期元大S&P原油反1,上市 ,ETF,,2016/10/07,CEOGDU,
 57 ,TW00000674R7,00674R,期元大S&P黃金反1,上市 ,ETF,,2016/10/07,CEOGDU,
 58 ,TW00000675L7,00675L,富邦臺灣加權正2,上市 ,ETF,,2016/10/05,CEOGDU,
 59 ,TW00000676R2,00676R,富邦臺灣加權反1,上市 ,ETF,,2016/10/05,CEOGDU,
 60 ,TW0000067800,00678,群益那斯達克生技,上市 ,ETF,,2017/01/09,CEOGEU,
 61 ,TW00000680L7,00680L,元大美債20正2,上市 ,ETF,,2017/01/17,CEOGDU,
 62 ,TW00000681R2,00681R,元大美債20反1,上市 ,ETF,,2017/01/17,CEOGDU,
 63 ,TW00000682U4,00682U,期元大美元指數,上市 ,ETF,,2017/03/14,CEOGMU,
 64 ,TW00000683L1,00683L,期元大美元指正2,上市 ,ETF,,2017/03/14,CEOGMU,
 65 ,TW00000684R6,00684R,期元大美元指反1,上市 ,ETF,,2017/03/14,CEOGMU,
 66 ,TW00000685L6,00685L,群益臺灣加權正2,上市 ,ETF,,2017/03/30,CEOGEU,
 67 ,TW00000686R1,00686R,群益臺灣加權反1,上市 ,ETF,,2017/03/30,CEOGEU,
 68 ,TW00000688L0,00688L,國泰20年美債正2,上市 ,ETF,,2017/04/13,CEOGBU,
 69 ,TW00000689R5,00689R,國泰20年美債反1,上市 ,ETF,,2017/04/13,CEOGBU,
 70 ,TW0000069004,00690,兆豐藍籌30,上市 ,ETF,,2017/03/31,CEOGEU,
 71 ,TW0000069202,00692,富邦公司治理,上市 ,ETF,,2017/05/17,CEOGEU,
 72 ,TW00000693U1,00693U,期街口S&P黃豆,上市 ,ETF,,2017/04/25,CEOGCU,
 73 ,TW0000070002,00700,富邦恒生國企,上市 ,ETF,,2017/07/21,CEOGEU,
 74 ,TW0000070101,00701,國泰股利精選30,上市 ,ETF,,2017/08/17,CEOJEU,
 75 ,TW0000070200,00702,國泰標普低波高息,上市 ,ETF,,2017/08/17,CEOJEU,
 76 ,TW0000070309,00703,台新MSCI中國,上市 ,ETF,,2017/08/10,CEOGEU,
 77 ,TW00000706L0,00706L,期元大S&P日圓正2,上市 ,ETF,,2017/09/01,CEOGDU,
 78 ,TW00000707R5,00707R,期元大S&P日圓反1,上市 ,ETF,,2017/09/01,CEOGDU,
 79 ,TW00000708L6,00708L,期元大S&P黃金正2,上市 ,ETF,,2017/09/01,CEOGDU,
 80 ,TW0000070903,00709,富邦歐洲,上市 ,ETF,,2017/08/15,CEOGEU,
 81 ,TW00000710B3,00710B,復華彭博非投等債,上市 ,ETF,,2017/08/21,CEOIBU,
 82 ,TW00000711B1,00711B,復華彭博新興債,上市 ,ETF,,2017/08/21,CEOIBU,
 83 ,TW0000071208,00712,復華富時不動產,上市 ,ETF,,2017/08/21,CEOIEU,
 84 ,TW0000071307,00713,元大台灣高息低波,上市 ,ETF,,2017/09/27,CEOJEU,
 85 ,TW0000071406,00714,群益道瓊美國地產,上市 ,ETF,,2017/10/27,CEOIRU,
 86 ,TW00000715L1,00715L,期街口S&P布蘭特油正2,上市 ,ETF,,2017/11/16,CEOGDU,
 87 ,TW0000071703,00717,富邦美國特別股,上市 ,ETF,,2017/11/29,CEOIEU,
 88 ,TW0000072800,00728,第一金工業30,上市 ,ETF,,2018/04/18,CEOGEU,
 89 ,TW0000073006,00730,富邦臺灣優質高息,上市 ,ETF,,2018/02/08,CEOIEU,
 90 ,TW0000073105,00731,復華富時高息低波,上市 ,ETF,,2018/04/20,CEOIEU,
 91 ,TW0000073303,00733,富邦臺灣中小,上市 ,ETF,,2018/05/17,CEOIEU,
 92 ,TW0000073501,00735,國泰臺韓科技,上市 ,ETF,,2018/06/11,CEOJEU,
 93 ,TW0000073600,00736,國泰新興市場,上市 ,ETF,,2018/06/11,CEOJEU,
 94 ,TW0000073709,00737,國泰AI+ROBO,上市 ,ETF,,2018/06/11,CEOGEU,
 95 ,TW00000738U4,00738U,期元大道瓊白銀,上市 ,ETF,,2018/06/01,CEOGCU,
 96 ,TW0000073907,00739,元大MSCI A股,上市 ,ETF,,2018/06/27,CEOJEU,
 97 ,TW0000075209,00752,中信中國50,上市 ,ETF,,2018/10/31,CEOGEU,
 98 ,TW00000753L2,00753L,中信中國50正2,上市 ,ETF,,2018/10/31,CEOGEU,
 99 ,TW0000075704,00757,統一FANG+,上市 ,ETF,,2018/12/06,CEOGEU,
 100 ,TW0000076207,00762,元大全球AI,上市 ,ETF,,2019/01/23,CEOJEU,
 101 ,TW00000763U2,00763U,期街口道瓊銅,上市 ,ETF,,2018/12/19,CEOGDU,
 102 ,TW0000077007,00770,國泰北美科技,上市 ,ETF,,2019/01/29,CEOJEU,
 103 ,TW0000077106,00771,元大US高息特別股,上市 ,ETF,,2019/05/16,CEOJEU,
 104 ,TW00000775B6,00775B,新光投等債15+,上市 ,ETF,,2019/02/15,CEOIBU,
 105 ,TW0000078302,00783,富邦中証500,上市 ,ETF,,2019/03/27,CEOGEU,
 106 ,TW0000083005,00830,國泰費城半導體,上市 ,ETF,,2019/05/03,CEOJEU,
 107 ,TW0000085000,00850,元大臺灣ESG永續,上市 ,ETF,,2019/08/23,CEOIEU,
 108 ,TW0000085109,00851,台新全球AI,上市 ,ETF,,2019/08/12,CEOIEU,
 109 ,TW00000852L2,00852L,國泰美國道瓊正2,上市 ,ETF,,2019/08/22,CEOJLU,
 110 ,TW0000086107,00861,元大全球未來通訊,上市 ,ETF,,2019/11/19,CEOJEU,
 111 ,TW00000865B5,00865B,國泰US短期公債,上市 ,ETF,,2019/11/25,CEOGBU,
 112 ,TW0000087501,00875,國泰網路資安,上市 ,ETF,,2020/03/30,CEOGEU,
 113 ,TW0000087600,00876,元大全球5G,上市 ,ETF,,2020/07/07,CEOJEU,
 114 ,TW0000087808,00878,國泰永續高股息,上市 ,ETF,,2020/07/20,CEOJEU,
 115 ,TW0000088103,00881,國泰台灣5G+,上市 ,ETF,,2020/12/10,CEOJEU,
 116 ,TW0000088202,00882,中信中國高股息,上市 ,ETF,,2021/02/04,CEOIEU,
 117 ,TW0000088509,00885,富邦越南,上市 ,ETF,,2021/04/19,CEOGEU,
 118 ,TW0000089101,00891,中信關鍵半導體,上市 ,ETF,,2021/05/28,CEOIEU,
 119 ,TW0000089200,00892,富邦台灣半導體,上市 ,ETF,,2021/06/10,CEOIEU,
 120 ,TW0000089309,00893,國泰智能電動車,上市 ,ETF,,2021/07/01,CEOGEU,
 121 ,TW0000089408,00894,中信小資高價30,上市 ,ETF,,2021/08/13,CEOIEU,
 122 ,TW0000089507,00895,富邦未來車,上市 ,ETF,,2021/08/12,CEOGEU,
 123 ,TW0000089606,00896,中信綠能及電動車,上市 ,ETF,,2021/09/16,CEOIEU,
 124 ,TW0000089705,00897,富邦基因免疫生技,上市 ,ETF,,2021/10/04,CEOGEU,
 125 ,TW0000089804,00898,國泰基因免疫革命,上市 ,ETF,,2021/11/22,CEOGEU,
 126 ,TW0000089903,00899,FT潔淨能源,上市 ,ETF,,2022/01/21,CEOGEU,
 127 ,TW0000090000,00900,富邦特選高股息30,上市 ,ETF,,2021/12/22,CEOIEU,
 128 ,TW0000090109,00901,永豐智能車供應鏈,上市 ,ETF,,2021/12/15,CEOIEU,
 129 ,TW0000090208,00902,中信電池及儲能,上市 ,ETF,,2022/01/25,CEOIEU,
 130 ,TW0000090307,00903,富邦元宇宙,上市 ,ETF,,2022/01/24,CEOIEU,
 131 ,TW0000090406,00904,新光臺灣半導體30,上市 ,ETF,,2022/03/07,CEOIEU,
 132 ,TW0000090505,00905,FT臺灣SMART,上市 ,ETF,,2022/04/21,CEOIEU,
 133 ,TW0000090703,00907,永豐優息存股,上市 ,ETF,,2022/05/24,CEOIEU,
 134 ,TW0000090802,00908,富邦入息REITs+,上市 ,ETF,,2022/05/20,CEOIEU,
 135 ,TW0000090901,00909,國泰數位支付服務,上市 ,ETF,,2022/07/13,CEOGEU,
 136 ,TW0000091008,00910,第一金太空衛星,上市 ,ETF,,2022/07/20,CEOGEU,
 137 ,TW0000091107,00911,兆豐洲際半導體,上市 ,ETF,,2022/06/27,CEOGEU,
 138 ,TW0000091206,00912,中信臺灣智慧50,上市 ,ETF,,2022/06/29,CEOIEU,
 139 ,TW0000091305,00913,兆豐台灣晶圓製造,上市 ,ETF,,2022/08/08,CEOGEU,
 140 ,TW0000091503,00915,凱基優選高股息30,上市 ,ETF,,2022/08/09,CEOIEU,
 141 ,TW0000091602,00916,國泰全球品牌50,上市 ,ETF,,2022/09/26,CEOJEU,
 142 ,TW0000091701,00917,中信特選金融,上市 ,ETF,,2022/08/26,CEOIEU,
 143 ,TW0000091800,00918,大華優利高填息30,上市 ,ETF,,2022/11/24,CEOGEU,
 144 ,TW0000091909,00919,群益台灣精選高息,上市 ,ETF,,2022/10/20,CEOIEU,
 145 ,TW0000092006,00920,富邦ESG綠色電力,上市 ,ETF,,2022/10/20,CEOIEU,
 146 ,TW0000092105,00921,兆豐龍頭等權重,上市 ,ETF,,2023/01/13,CEOGEU,
 147 ,TW0000092204,00922,國泰台灣領袖50,上市 ,ETF,,2023/03/27,CEOJEU,
 148 ,TW0000092303,00923,群益台ESG低碳50,上市 ,ETF,,2023/03/08,CEOIEU,
 149 ,TW0000092402,00924,復華S&P500成長,上市 ,ETF,,2023/04/26,CEOGEU,
 150 ,TW0000092501,00925,新光標普電動車,上市 ,ETF,,2023/04/18,CEOGEU,
 151 ,TW0000092600,00926,凱基全球菁英55,上市 ,ETF,,2023/06/02,CEOIEU,
 152 ,TW0000092709,00927,群益半導體收益,上市 ,ETF,,2023/06/06,CEOIEU,
 153 ,TW0000092907,00929,復華台灣科技優息,上市 ,ETF,,2023/06/09,CEOIEU,
 154 ,TW0000093004,00930,永豐ESG低碳高息,上市 ,ETF,,2023/07/13,CEOIEU,
 155 ,TW0000093202,00932,兆豐永續高息等權,上市 ,ETF,,2023/09/01,CEOGEU,
 156 ,TW0000093400,00934,中信成長高股息,上市 ,ETF,,2023/11/01,CEOIEU,
 157 ,TW0000093509,00935,野村臺灣新科技50,上市 ,ETF,,2023/11/01,CEOIEU,
 158 ,TW0000093608,00936,台新永續高息中小,上市 ,ETF,,2023/11/08,CEOIEU,
 159 ,TW0000093905,00939,統一台灣高息動能,上市 ,ETF,,2024/03/20,CEOIEU,
 160 ,TW0000094002,00940,元大台灣價值高息,上市 ,ETF,,2024/04/01,CEOIEU,
 161 ,TW0000094101,00941,中信上游半導體,上市 ,ETF,,2024/03/15,CEOIEU,
 162 ,TW0000094309,00943,兆豐電子高息等權,上市 ,ETF,,2024/05/20,CEOGEU,
 163 ,TW0000094408,00944,野村趨勢動能高息,上市 ,ETF,,2024/05/09,CEOIEU,
 164 ,TW00000945B5,00945B,凱基美國非投等債,上市 ,ETF,,2024/05/02,CEOIBU,
 165 ,TW0000094606,00946,群益科技高息成長,上市 ,ETF,,2024/05/09,CEOIEU,
 166 ,TW0000094705,00947,台新臺灣IC設計,上市 ,ETF,,2024/06/12,CEOIEU,
 167 ,TW0000094903,00949,復華日本龍頭,上市 ,ETF,,2024/07/01,CEOIEU,
 168 ,TW00001001T8,01001T,土銀富邦R1,上市 ,受益證券-不動產投資信託,,2005/03/10,CBCIXU,
 169 ,TW00001002T6,01002T,土銀國泰R1,上市 ,受益證券-不動產投資信託,,2005/10/03,CBCIXU,
 170 ,TW00001004T2,01004T,土銀富邦R2,上市 ,受益證券-不動產投資信託,,2006/04/13,CBCIXU,
 171 ,TW00001007T5,01007T,兆豐國泰R2,上市 ,受益證券-不動產投資信託,,2006/10/13,CBCIXU,
 172 ,TW00001009T1,01009T,王道圓滿R1,上市 ,受益證券-不動產投資信託,,2018/06/21,CBCIXU,
 173 ,TW00001010T9,01010T,京城樂富R1,上市 ,受益證券-不動產投資信託,,2018/12/05,CBCIXU,
 174 ,TW00001113S3,01113S,111中租賃A,上市 ,受益證券-資產基礎證券,,2022/04/15,DAFUFR,
 175 ,TW00001114S1,01114S,111中租賃B,上市 ,受益證券-資產基礎證券,,2022/04/15,DAFUFR,
 176 ,TW0000200005,020000,富邦特選蘋果N,上市 ,ETN,,2019/04/30,CMXXXU,
 177 ,TW0000200112,020011,統一微波高息20N,上市 ,ETN,,2019/12/03,CMXXXU,
 178 ,TW0000200120,020012,富邦行動通訊N,上市 ,ETN,,2019/12/20,CMXXXU,
 179 ,TW0000200153,020015,統一MSCI美低波N,上市 ,ETN,,2020/03/27,CMXXXU,
 180 ,TW0000200161,020016,統一MSCI美科技N,上市 ,ETN,,2020/03/27,CMXXXU,
 181 ,TW0000200187,020018,統一價值成長30N,上市 ,ETN,,2020/07/30,CMXXXU,
 182 ,TW0000200195,020019,統一特選台灣5GN,上市 ,ETN,,2020/07/30,CMXXXU,
 183 ,TW00002001L4,02001L,富邦蘋果正二N,上市 ,ETN,,2020/04/16,CMXXXU,
 184 ,TW00002001R1,02001R,富邦蘋果反一N,上市 ,ETN,,2020/04/16,CMXXXU,
 185 ,TW00002001S9,02001S,策元大加權策略N,上市 ,ETN,,2022/12/05,CMXXXU,
 186 ,TW0000200203,020020,元大台股領航N,上市 ,ETN,,2020/11/02,CMXXXU,
 187 ,TW0000200286,020028,元大特選電動車N,上市 ,ETN,,2021/09/27,CMXXXU,
 188 ,TW0000200294,020029,元大ESG高股息N,上市 ,ETN,,2021/11/01,CMXXXU,
 189 ,TW0000200302,020030,統一智慧電動車N,上市 ,ETN,,2021/11/26,CMXXXU,
 190 ,TW0000200310,020031,統一IC設計臺灣N,上市 ,ETN,,2022/03/31,CMXXXU,
 191 ,TW0000200328,020032,元大綠能N,上市 ,ETN,,2022/04/25,CMXXXU,
 192 ,TW0000200344,020034,元大IC設計N,上市 ,ETN,,2022/06/01,CMXXXU,
 193 ,TW0000200369,020036,元大金融配息N,上市 ,ETN,,2023/04/17,CMXXXU,
 194 ,TW0000200377,020037,元大金融高股息N,上市 ,ETN,,2023/04/17,CMXXXU,
 195 ,TW0000200385,020038,元大ESG配息N,上市 ,ETN,,2023/07/03,CMXXXU,
 196 ,TW0000200393,020039,元大加權N,上市 ,ETN,,2023/10/16,CMXXXU,
 197 ,TW24Z0300010,030001,富邦金群益42購01,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 198 ,TW24Z0300028,030002,大立光群益42購01,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 199 ,TW24Z0300036,030003,奇鋐群益3A購09,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 200 ,TW24Z0300044,030004,德律群益43購01,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 201 ,TW24Z0300051,030005,緯創群益3A購14,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 202 ,TW24Z0300069,030006,弘憶股群益3A購01,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 203 ,TW24Z0300077,030007,京鼎群益43購01,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 204 ,TW24Z0300085,030008,創意群益3B購08,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 205 ,TW24Z0300093,030009,辛耘群益3A購05,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 206 ,TW24Z0300101,030010,辛耘群益3A購06,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 207 ,TW24Z0300119,030011,材料群益3A購10,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 208 ,TW24Z0300127,030012,崇越群益3A購02,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 209 ,TW24Z0300135,030013,瑞儀群益3B購02,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 210 ,TW24Z0300143,030014,世紀鋼群益3C購03,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 211 ,TW24Z0300150,030015,臺股指群益3A購39,上市 ,上市認購(售)權證,,2024/04/19,RWICCE,
 212 ,TW24Z0300168,030016,臺股指群益3A購40,上市 ,上市認購(售)權證,,2024/04/19,RWICCE,
 213 ,TW24Z0300176,030017,臺股指群益3A購41,上市 ,上市認購(售)權證,,2024/04/19,RWICCE,
 214 ,TW24Z0300184,030018,臺股指群益3A購42,上市 ,上市認購(售)權證,,2024/04/19,RWICCE,
 215 ,TW24Z0300192,030019,臺股指群益3A購43,上市 ,上市認購(售)權證,,2024/04/19,RWICCE,
 216 ,TW24Z03001P2,03001P,聯鈞中信43售01,上市 ,上市認購(售)權證,,2024/06/19,RWSCPE,
 217 ,TW24Z0300200,030020,臺股指群益3A購44,上市 ,上市認購(售)權證,,2024/04/19,RWICCE,
 218 ,TW24Z0300218,030021,臺股指群益3C購04,上市 ,上市認購(售)權證,,2024/04/19,RWICCE,
 219 ,TW24Z0300226,030022,臺股指群益3C購05,上市 ,上市認購(售)權證,,2024/04/19,RWICCE,
 220 ,TW24Z0300234,030023,臺股指群益3C購06,上市 ,上市認購(售)權證,,2024/04/19,RWICCE,
 221 ,TW24Z0300242,030024,臺股指群益3C購07,上市 ,上市認購(售)權證,,2024/04/19,RWICCE,
 222 ,TW24Z0300259,030025,臺股指群益3C購08,上市 ,上市認購(售)權證,,2024/04/19,RWICCE,
 223 ,TW24Z0300267,030026,電子類群益3C購01,上市 ,上市認購(售)權證,,2024/04/19,RWICCE,
 224 ,TW24Z0300275,030027,電子類群益3C購02,上市 ,上市認購(售)權證,,2024/04/19,RWICCE,
 225 ,TW24Z0300283,030028,華新元大3A購09,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 226 ,TW24Z0300291,030029,華新元大3A購10,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 227 ,TW24Z03002P0,03002P,台灣50富邦3C售10,上市 ,上市認購(售)權證,,2024/06/19,RWBCPE,
 228 ,TW24Z0300309,030030,華新元大3A購11,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 229 ,TW24Z0300317,030031,華榮元大3A購07,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 230 ,TW24Z0300325,030032,大亞元大3A購09,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 231 ,TW24Z0300333,030033,大亞元大3A購10,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 232 ,TW24Z0300341,030034,合機元大3A購03,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 233 ,TW24Z0300358,030035,合機元大3C購01,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 234 ,TW24Z0300366,030036,合機元大41購01,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 235 ,TW24Z0300374,030037,美時元大3A購11,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 236 ,TW24Z0300382,030038,美時元大3A購12,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 237 ,TW24Z0300390,030039,美時元大3A購13,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 238 ,TW24Z03003P8,03003P,台灣50富邦41售04,上市 ,上市認購(售)權證,,2024/06/19,RWBCPE,
 239 ,TW24Z0300408,030040,光寶科元大3B購02,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 240 ,TW24Z0300416,030041,聯電元大3A購07,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 241 ,TW24Z0300424,030042,聯電元大3A購08,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 242 ,TW24Z0300432,030043,聯電元大3A購09,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 243 ,TW24Z0300440,030044,鴻海元大3A購30,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 244 ,TW24Z0300457,030045,鴻海元大3A購31,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 245 ,TW24Z0300465,030046,鴻海元大3B購10,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 246 ,TW24Z0300473,030047,國巨元大3A購13,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 247 ,TW24Z0300481,030048,國巨元大3A購14,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 248 ,TW24Z0300499,030049,國巨元大3A購15,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 249 ,TW24Z03004P6,03004P,世紀鋼富邦41售03,上市 ,上市認購(售)權證,,2024/06/19,RWSCPE,
 250 ,TW24Z0300507,030050,台積電元大3A購32,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 251 ,TW24Z0300515,030051,台積電元大3A購33,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 252 ,TW24Z0300523,030052,台積電元大3A購34,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 253 ,TW24Z0300531,030053,毅嘉元大3A購02,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 254 ,TW24Z0300549,030054,華新科元大3A購07,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 255 ,TW24Z0300556,030055,亞航元大3A購02,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 256 ,TW24Z0300564,030056,亞航元大3A購03,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 257 ,TW24Z0300572,030057,漢翔元大3A購03,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 258 ,TW24Z0300580,030058,漢翔元大3A購04,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 259 ,TW24Z0300598,030059,漢翔元大3A購05,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 260 ,TW24Z03005P3,03005P,T50正2元富46售01,上市 ,上市認購(售)權證,,2024/06/19,RWBCPE,
 261 ,TW23Z03005T6,03005T,台灣50兆豐38售01,上市 ,上市認購(售)權證,,2023/08/25,RWBCPE,
 262 ,TW24Z0300606,030060,緯創元大3A購17,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 263 ,TW24Z0300614,030061,緯創元大3C購06,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
 264 ,TW24Z0300622,030062,弘憶股元大3A購01,上市 ,上市認購(售)權證,,2024/04/19,RWSCCA,
