頁面編號,國際證券編碼,有價證券代號,有價證券名稱,市場別,有價證券別,產業別,公開發行/上市(櫃)/發行日,CFICode,備註
 14 ,TW000CAFH401,CAFH4,南亞股票期貨2024/08,期貨及選擇權 ,股票期貨,,2024/06/20,FFSCSX,
 15 ,TW000CAFI409,CAFI4,南亞股票期貨2024/09,期貨及選擇權 ,股票期貨,,2023/10/19,FFSCSX,
 16 ,TW000CAFL403,CAFL4,南亞股票期貨2024/12,期貨及選擇權 ,股票期貨,,2024/01/18,FFSCSX,
 17 ,TWCAO0400I43,CAO00400I4,"南亞股票選擇權,2024/09,履約價40.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/27,OCESCS,
 18 ,TWCAO0400U47,CAO00400U4,"南亞股票選擇權,2024/09,履約價40.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/27,OPESCS,
 19 ,TWCAO0410G43,CAO00410G4,"南亞股票選擇權,2024/07,履約價41.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/27,OCESCS,
 20 ,TWCAO0410H42,CAO00410H4,"南亞股票選擇權,2024/08,履約價41.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/27,OCESCS,
 21 ,TWCAO0410S49,CAO00410S4,"南亞股票選擇權,2024/07,履約價41.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/27,OPESCS,
 22 ,TWCAO0410T48,CAO00410T4,"南亞股票選擇權,2024/08,履約價41.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/27,OPESCS,
 23 ,TWCAO0420G41,CAO00420G4,"南亞股票選擇權,2024/07,履約價42.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/07,OCESCS,
 24 ,TWCAO0420H40,CAO00420H4,"南亞股票選擇權,2024/08,履約價42.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/20,OCESCS,
 25 ,TWCAO0420I49,CAO00420I4,"南亞股票選擇權,2024/09,履約價42.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/05,OCESCS,
 26 ,TWCAO0420S47,CAO00420S4,"南亞股票選擇權,2024/07,履約價42.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/07,OPESCS,
 27 ,TWCAO0420T46,CAO00420T4,"南亞股票選擇權,2024/08,履約價42.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/20,OPESCS,
 28 ,TWCAO0420U43,CAO00420U4,"南亞股票選擇權,2024/09,履約價42.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/05,OPESCS,
 29 ,TWCAO0430G49,CAO00430G4,"南亞股票選擇權,2024/07,履約價43.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/05,OCESCS,
 30 ,TWCAO0430H48,CAO00430H4,"南亞股票選擇權,2024/08,履約價43.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/20,OCESCS,
 31 ,TWCAO0430S45,CAO00430S4,"南亞股票選擇權,2024/07,履約價43.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/05,OPESCS,
 32 ,TWCAO0430T44,CAO00430T4,"南亞股票選擇權,2024/08,履約價43.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/20,OPESCS,
 33 ,TWCAO0440G47,CAO00440G4,"南亞股票選擇權,2024/07,履約價44.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/04,OCESCS,
 34 ,TWCAO0440H46,CAO00440H4,"南亞股票選擇權,2024/08,履約價44.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/20,OCESCS,
 35 ,TWCAO0440I45,CAO00440I4,"南亞股票選擇權,2024/09,履約價44.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/05/24,OCESCS,
 36 ,TWCAO0440S43,CAO00440S4,"南亞股票選擇權,2024/07,履約價44.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/04,OPESCS,
 37 ,TWCAO0440T42,CAO00440T4,"南亞股票選擇權,2024/08,履約價44.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/20,OPESCS,
 38 ,TWCAO0440U49,CAO00440U4,"南亞股票選擇權,2024/09,履約價44.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/05/24,OPESCS,
 39 ,TWCAO0450G44,CAO00450G4,"南亞股票選擇權,2024/07,履約價45.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/05/24,OCESCS,
 40 ,TWCAO0450H43,CAO00450H4,"南亞股票選擇權,2024/08,履約價45.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/20,OCESCS,
 41 ,TWCAO0450S40,CAO00450S4,"南亞股票選擇權,2024/07,履約價45.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/05/24,OPESCS,
 42 ,TWCAO0450T49,CAO00450T4,"南亞股票選擇權,2024/08,履約價45.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/20,OPESCS,
 43 ,TWCAO0460G42,CAO00460G4,"南亞股票選擇權,2024/07,履約價46.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/05/23,OCESCS,
 44 ,TWCAO0460H41,CAO00460H4,"南亞股票選擇權,2024/08,履約價46.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/20,OCESCS,
 45 ,TWCAO0460I40,CAO00460I4,"南亞股票選擇權,2024/09,履約價46.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/04/18,OCESCS,
 46 ,TWCAO0460S48,CAO00460S4,"南亞股票選擇權,2024/07,履約價46.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/05/23,OPESCS,
 47 ,TWCAO0460T47,CAO00460T4,"南亞股票選擇權,2024/08,履約價46.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/20,OPESCS,
 48 ,TWCAO0460U44,CAO00460U4,"南亞股票選擇權,2024/09,履約價46.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/04/18,OPESCS,
 49 ,TWCAO0470G40,CAO00470G4,"南亞股票選擇權,2024/07,履約價47.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/05/22,OCESCS,
 50 ,TWCAO0470H49,CAO00470H4,"南亞股票選擇權,2024/08,履約價47.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/20,OCESCS,
 51 ,TWCAO0470S46,CAO00470S4,"南亞股票選擇權,2024/07,履約價47.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/05/22,OPESCS,
 52 ,TWCAO0470T45,CAO00470T4,"南亞股票選擇權,2024/08,履約價47.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/20,OPESCS,
 53 ,TWCAO0480G48,CAO00480G4,"南亞股票選擇權,2024/07,履約價48.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/05/16,OCESCS,
 54 ,TWCAO0480H47,CAO00480H4,"南亞股票選擇權,2024/08,履約價48.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/20,OCESCS,
 55 ,TWCAO0480I46,CAO00480I4,"南亞股票選擇權,2024/09,履約價48.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/04/18,OCESCS,
 56 ,TWCAO0480S44,CAO00480S4,"南亞股票選擇權,2024/07,履約價48.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/05/16,OPESCS,
 57 ,TWCAO0480T43,CAO00480T4,"南亞股票選擇權,2024/08,履約價48.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/20,OPESCS,
 58 ,TWCAO0480U40,CAO00480U4,"南亞股票選擇權,2024/09,履約價48.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/04/18,OPESCS,
 59 ,TWCAO0490G46,CAO00490G4,"南亞股票選擇權,2024/07,履約價49.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/05/16,OCESCS,
 60 ,TWCAO0490H45,CAO00490H4,"南亞股票選擇權,2024/08,履約價49.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/20,OCESCS,
 61 ,TWCAO0490S42,CAO00490S4,"南亞股票選擇權,2024/07,履約價49.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/05/16,OPESCS,
 62 ,TWCAO0490T41,CAO00490T4,"南亞股票選擇權,2024/08,履約價49.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/20,OPESCS,
 63 ,TWCAO0500G44,CAO00500G4,"南亞股票選擇權,2024/07,履約價50.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/05/16,OCESCS,
 64 ,TWCAO0500H43,CAO00500H4,"南亞股票選擇權,2024/08,履約價50.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/20,OCESCS,
 65 ,TWCAO0500I42,CAO00500I4,"南亞股票選擇權,2024/09,履約價50.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/04/18,OCESCS,
 66 ,TWCAO0500S40,CAO00500S4,"南亞股票選擇權,2024/07,履約價50.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/05/16,OPESCS,
 67 ,TWCAO0500T49,CAO00500T4,"南亞股票選擇權,2024/08,履約價50.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/20,OPESCS,
 68 ,TWCAO0500U46,CAO00500U4,"南亞股票選擇權,2024/09,履約價50.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/04/18,OPESCS,
 69 ,TWCAO0525G45,CAO00525G4,"南亞股票選擇權,2024/07,履約價52.5,買權",期貨及選擇權 ,股票選擇權買權,,2024/05/16,OCESCS,
 70 ,TWCAO0525H44,CAO00525H4,"南亞股票選擇權,2024/08,履約價52.5,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/20,OCESCS,
 71 ,TWCAO0525S41,CAO00525S4,"南亞股票選擇權,2024/07,履約價52.5,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/05/16,OPESCS,
 72 ,TWCAO0525T40,CAO00525T4,"南亞股票選擇權,2024/08,履約價52.5,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/20,OPESCS,
 73 ,TWCAO0550G43,CAO00550G4,"南亞股票選擇權,2024/07,履約價55.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/05/16,OCESCS,
 74 ,TWCAO0550H42,CAO00550H4,"南亞股票選擇權,2024/08,履約價55.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/20,OCESCS,
 75 ,TWCAO0550I41,CAO00550I4,"南亞股票選擇權,2024/09,履約價55.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/04/18,OCESCS,
 76 ,TWCAO0550S49,CAO00550S4,"南亞股票選擇權,2024/07,履約價55.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/05/16,OPESCS,
 77 ,TWCAO0550T48,CAO00550T4,"南亞股票選擇權,2024/08,履約價55.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/20,OPESCS,
 78 ,TWCAO0550U45,CAO00550U4,"南亞股票選擇權,2024/09,履約價55.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/04/18,OPESCS,
 79 ,TWCAO0575G44,CAO00575G4,"南亞股票選擇權,2024/07,履約價57.5,買權",期貨及選擇權 ,股票選擇權買權,,2024/05/16,OCESCS,
 80 ,TWCAO0575H43,CAO00575H4,"南亞股票選擇權,2024/08,履約價57.5,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/20,OCESCS,
 81 ,TWCAO0575S40,CAO00575S4,"南亞股票選擇權,2024/07,履約價57.5,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/05/16,OPESCS,
 82 ,TWCAO0575T49,CAO00575T4,"南亞股票選擇權,2024/08,履約價57.5,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/20,OPESCS,
 83 ,TWCAO0600G43,CAO00600G4,"南亞股票選擇權,2024/07,履約價60.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/05/16,OCESCS,
 84 ,TWCAO0600H42,CAO00600H4,"南亞股票選擇權,2024/08,履約價60.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/21,OCESCS,
 85 ,TWCAO0600I41,CAO00600I4,"南亞股票選擇權,2024/09,履約價60.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/04/18,OCESCS,
 86 ,TWCAO0600S49,CAO00600S4,"南亞股票選擇權,2024/07,履約價60.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/05/16,OPESCS,
 87 ,TWCAO0600T48,CAO00600T4,"南亞股票選擇權,2024/08,履約價60.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/21,OPESCS,
 88 ,TWCAO0600U45,CAO00600U4,"南亞股票選擇權,2024/09,履約價60.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/04/18,OPESCS,
 89 ,TWCAO0625G44,CAO00625G4,"南亞股票選擇權,2024/07,履約價62.5,買權",期貨及選擇權 ,股票選擇權買權,,2024/05/16,OCESCS,
 90 ,TWCAO0625S40,CAO00625S4,"南亞股票選擇權,2024/07,履約價62.5,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/05/16,OPESCS,
 91 ,TWCAO0650G42,CAO00650G4,"南亞股票選擇權,2024/07,履約價65.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/05/16,OCESCS,
 92 ,TWCAO0650I40,CAO00650I4,"南亞股票選擇權,2024/09,履約價65.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/04/18,OCESCS,
 93 ,TWCAO0650S48,CAO00650S4,"南亞股票選擇權,2024/07,履約價65.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/05/16,OPESCS,
 94 ,TWCAO0650U44,CAO00650U4,"南亞股票選擇權,2024/09,履約價65.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/04/18,OPESCS,
 95 ,TWCAO0675G43,CAO00675G4,"南亞股票選擇權,2024/07,履約價67.5,買權",期貨及選擇權 ,股票選擇權買權,,2024/05/16,OCESCS,
 96 ,TWCAO0675S49,CAO00675S4,"南亞股票選擇權,2024/07,履約價67.5,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/05/16,OPESCS,
 97 ,TWCAO0700I40,CAO00700I4,"南亞股票選擇權,2024/09,履約價70.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/04/23,OCESCS,
 98 ,TWCAO0700U44,CAO00700U4,"南亞股票選擇權,2024/09,履約價70.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/04/23,OPESCS,
 99 ,TW000CBFC509,CBFC5,中鋼股票期貨2025/03,期貨及選擇權 ,股票期貨,,2024/04/18,FFSCSX,
 100 ,TW000CBFG401,CBFG4,中鋼股票期貨2024/07,期貨及選擇權 ,股票期貨,,2024/05/16,FFSCSX,
 101 ,TW000CBFH409,CBFH4,中鋼股票期貨2024/08,期貨及選擇權 ,股票期貨,,2024/06/20,FFSCSX,
 102 ,TW000CBFI407,CBFI4,中鋼股票期貨2024/09,期貨及選擇權 ,股票期貨,,2023/10/19,FFSCSX,
 103 ,TW000CBFL401,CBFL4,中鋼股票期貨2024/12,期貨及選擇權 ,股票期貨,,2024/01/18,FFSCSX,
 104 ,TWCBO0190I46,CBO00190I4,"中鋼股票選擇權,2024/09,履約價19.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/07,OCESCS,
 105 ,TWCBO0190U40,CBO00190U4,"中鋼股票選擇權,2024/09,履約價19.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/07,OPESCS,
 106 ,TWCBO0195G43,CBO00195G4,"中鋼股票選擇權,2024/07,履約價19.5,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/07,OCESCS,
 107 ,TWCBO0195H42,CBO00195H4,"中鋼股票選擇權,2024/08,履約價19.5,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/20,OCESCS,
 108 ,TWCBO0195S49,CBO00195S4,"中鋼股票選擇權,2024/07,履約價19.5,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/07,OPESCS,
 109 ,TWCBO0195T48,CBO00195T4,"中鋼股票選擇權,2024/08,履約價19.5,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/20,OPESCS,
 110 ,TWCBO0200G46,CBO00200G4,"中鋼股票選擇權,2024/07,履約價20.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/05/27,OCESCS,
 111 ,TWCBO0200H45,CBO00200H4,"中鋼股票選擇權,2024/08,履約價20.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/20,OCESCS,
 112 ,TWCBO0200I44,CBO00200I4,"中鋼股票選擇權,2024/09,履約價20.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/04/18,OCESCS,
 113 ,TWCBO0200S42,CBO00200S4,"中鋼股票選擇權,2024/07,履約價20.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/05/27,OPESCS,
 114 ,TWCBO0200T41,CBO00200T4,"中鋼股票選擇權,2024/08,履約價20.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/20,OPESCS,
 115 ,TWCBO0200U48,CBO00200U4,"中鋼股票選擇權,2024/09,履約價20.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/04/18,OPESCS,
 116 ,TWCBO0205G41,CBO00205G4,"中鋼股票選擇權,2024/07,履約價20.5,買權",期貨及選擇權 ,股票選擇權買權,,2024/05/23,OCESCS,
 117 ,TWCBO0205H40,CBO00205H4,"中鋼股票選擇權,2024/08,履約價20.5,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/20,OCESCS,
 118 ,TWCBO0205S47,CBO00205S4,"中鋼股票選擇權,2024/07,履約價20.5,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/05/23,OPESCS,
 119 ,TWCBO0205T46,CBO00205T4,"中鋼股票選擇權,2024/08,履約價20.5,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/20,OPESCS,
 120 ,TWCBO0210G44,CBO00210G4,"中鋼股票選擇權,2024/07,履約價21.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/05/16,OCESCS,
 121 ,TWCBO0210H43,CBO00210H4,"中鋼股票選擇權,2024/08,履約價21.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/20,OCESCS,
 122 ,TWCBO0210I42,CBO00210I4,"中鋼股票選擇權,2024/09,履約價21.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/04/18,OCESCS,
 123 ,TWCBO0210S40,CBO00210S4,"中鋼股票選擇權,2024/07,履約價21.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/05/16,OPESCS,
 124 ,TWCBO0210T49,CBO00210T4,"中鋼股票選擇權,2024/08,履約價21.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/20,OPESCS,
 125 ,TWCBO0210U46,CBO00210U4,"中鋼股票選擇權,2024/09,履約價21.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/04/18,OPESCS,
 126 ,TWCBO0215G49,CBO00215G4,"中鋼股票選擇權,2024/07,履約價21.5,買權",期貨及選擇權 ,股票選擇權買權,,2024/05/16,OCESCS,
 127 ,TWCBO0215H48,CBO00215H4,"中鋼股票選擇權,2024/08,履約價21.5,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/20,OCESCS,
 128 ,TWCBO0215S45,CBO00215S4,"中鋼股票選擇權,2024/07,履約價21.5,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/05/16,OPESCS,
 129 ,TWCBO0215T44,CBO00215T4,"中鋼股票選擇權,2024/08,履約價21.5,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/20,OPESCS,
 130 ,TWCBO0220G42,CBO00220G4,"中鋼股票選擇權,2024/07,履約價22.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/05/16,OCESCS,
 131 ,TWCBO0220H41,CBO00220H4,"中鋼股票選擇權,2024/08,履約價22.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/20,OCESCS,
 132 ,TWCBO0220I40,CBO00220I4,"中鋼股票選擇權,2024/09,履約價22.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/04/18,OCESCS,
 133 ,TWCBO0220S48,CBO00220S4,"中鋼股票選擇權,2024/07,履約價22.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/05/16,OPESCS,
 134 ,TWCBO0220T47,CBO00220T4,"中鋼股票選擇權,2024/08,履約價22.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/20,OPESCS,
 135 ,TWCBO0220U44,CBO00220U4,"中鋼股票選擇權,2024/09,履約價22.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/04/18,OPESCS,
 136 ,TWCBO0225G47,CBO00225G4,"中鋼股票選擇權,2024/07,履約價22.5,買權",期貨及選擇權 ,股票選擇權買權,,2024/05/16,OCESCS,
 137 ,TWCBO0225H46,CBO00225H4,"中鋼股票選擇權,2024/08,履約價22.5,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/20,OCESCS,
 138 ,TWCBO0225S43,CBO00225S4,"中鋼股票選擇權,2024/07,履約價22.5,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/05/16,OPESCS,
 139 ,TWCBO0225T42,CBO00225T4,"中鋼股票選擇權,2024/08,履約價22.5,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/20,OPESCS,
 140 ,TWCBO0230G40,CBO00230G4,"中鋼股票選擇權,2024/07,履約價23.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/05/16,OCESCS,
 141 ,TWCBO0230H49,CBO00230H4,"中鋼股票選擇權,2024/08,履約價23.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/20,OCESCS,
 142 ,TWCBO0230I48,CBO00230I4,"中鋼股票選擇權,2024/09,履約價23.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/04/18,OCESCS,
 143 ,TWCBO0230S46,CBO00230S4,"中鋼股票選擇權,2024/07,履約價23.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/05/16,OPESCS,
 144 ,TWCBO0230T45,CBO00230T4,"中鋼股票選擇權,2024/08,履約價23.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/20,OPESCS,
 145 ,TWCBO0230U42,CBO00230U4,"中鋼股票選擇權,2024/09,履約價23.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/04/18,OPESCS,
 146 ,TWCBO0235G45,CBO00235G4,"中鋼股票選擇權,2024/07,履約價23.5,買權",期貨及選擇權 ,股票選擇權買權,,2024/05/16,OCESCS,
 147 ,TWCBO0235H44,CBO00235H4,"中鋼股票選擇權,2024/08,履約價23.5,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/20,OCESCS,
 148 ,TWCBO0235S41,CBO00235S4,"中鋼股票選擇權,2024/07,履約價23.5,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/05/16,OPESCS,
 149 ,TWCBO0235T40,CBO00235T4,"中鋼股票選擇權,2024/08,履約價23.5,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/20,OPESCS,
 150 ,TWCBO0240G48,CBO00240G4,"中鋼股票選擇權,2024/07,履約價24.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/05/16,OCESCS,
 151 ,TWCBO0240H47,CBO00240H4,"中鋼股票選擇權,2024/08,履約價24.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/20,OCESCS,
 152 ,TWCBO0240I46,CBO00240I4,"中鋼股票選擇權,2024/09,履約價24.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/04/18,OCESCS,
 153 ,TWCBO0240S44,CBO00240S4,"中鋼股票選擇權,2024/07,履約價24.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/05/16,OPESCS,
 154 ,TWCBO0240T43,CBO00240T4,"中鋼股票選擇權,2024/08,履約價24.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/20,OPESCS,
 155 ,TWCBO0240U40,CBO00240U4,"中鋼股票選擇權,2024/09,履約價24.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/04/18,OPESCS,
 156 ,TWCBO0245G43,CBO00245G4,"中鋼股票選擇權,2024/07,履約價24.5,買權",期貨及選擇權 ,股票選擇權買權,,2024/05/16,OCESCS,
 157 ,TWCBO0245H42,CBO00245H4,"中鋼股票選擇權,2024/08,履約價24.5,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/20,OCESCS,
 158 ,TWCBO0245S49,CBO00245S4,"中鋼股票選擇權,2024/07,履約價24.5,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/05/16,OPESCS,
 159 ,TWCBO0245T48,CBO00245T4,"中鋼股票選擇權,2024/08,履約價24.5,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/20,OPESCS,
 160 ,TWCBO0250G45,CBO00250G4,"中鋼股票選擇權,2024/07,履約價25.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/05/16,OCESCS,
 161 ,TWCBO0250H44,CBO00250H4,"中鋼股票選擇權,2024/08,履約價25.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/06/20,OCESCS,
 162 ,TWCBO0250I43,CBO00250I4,"中鋼股票選擇權,2024/09,履約價25.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/04/18,OCESCS,
 163 ,TWCBO0250S41,CBO00250S4,"中鋼股票選擇權,2024/07,履約價25.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/05/16,OPESCS,
 164 ,TWCBO0250T40,CBO00250T4,"中鋼股票選擇權,2024/08,履約價25.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/06/20,OPESCS,
 165 ,TWCBO0250U47,CBO00250U4,"中鋼股票選擇權,2024/09,履約價25.0,賣權",期貨及選擇權 ,股票選擇權賣權,,2024/04/18,OPESCS,
 166 ,TWCBO0260G43,CBO00260G4,"中鋼股票選擇權,2024/07,履約價26.0,買權",期貨及選擇權 ,股票選擇權買權,,2024/05/16,OCESCS,
